;ID_ANUNCIO;TIPO_IMOVEL;TITULO;QUARTO_INFOS;QTD_QUARTOS;AREA_M2;GARAGEM_INFOS;VAGAS_GARAGEM;BANHEIROS_INFOS;QTD_BANHEIROS;CIDADE;BAIRRO;VALOR_RS;IPTU_RS;CONDOMINIO_RS;DATA_PUBLICACAO;LINK
1218;1066910976;Apartamento;3 quartos Pituba - Salvador - BA;3 quartos;3.0;116.0;2 vagas de garagem;2.0;4 banheiros;4.0;Salvador;Pituba;940000.0;3500.0;1000.0;2023-02-05 10:39;https://ba.olx.com.br/grande-salvador/imoveis/3-quartos-pituba-salvador-ba-1066910976
1219;1028152064;Apartamento;Apto 3/4, 1 suíte 130M² - Pituba;3 quartos;3.0;130.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Pituba;630000.0;110.0;1400.0;2023-02-05 10:38;https://ba.olx.com.br/grande-salvador/imoveis/apto-3-4-1-suite-130m-pituba-1028152064
1220;1131804841;Apartamento;Apartamento para venda tem 123 metros quadrados com 3 quartos em Horto Bela Vista - Salvad;3 quartos;3.0;123.0;3 vagas de garagem;3.0;5 ou mais banheiros;5.0;Salvador;Horto Bela Vista;895000.0;200.0;800.0;2023-02-05 10:37;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-123-metros-quadrados-com-3-quartos-em-horto-bela-vista-salvad-1131804841
1221;1111994090;Apartamento;Apartamento com 2 Quartos à venda, 60 m² - Candeal - Salvador/BA;2 quartos;2.0;60.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Candeal;218000.0;48.0;365.0;2023-02-05 10:36;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-com-2-quartos-a-venda-60-m-candeal-salvador-ba-1111994090
1222;1143087826;Apartamento;VSC - Apartamento 2 quartos ;2 quartos;2.0;60.0;;;1 banheiro;1.0;Salvador;Massaranduba;90000.0;;80.0;2023-02-05 10:36;https://ba.olx.com.br/grande-salvador/imoveis/vsc-apartamento-2-quartos-1143087826
1223;1018308517;Apartamento;Apartamento na Graça, 200 m², 4/4, 2 Suítes. Salvador-Ba;4 quartos;4.0;200.0;4 vagas de garagem;4.0;4 banheiros;4.0;Salvador;Graça;820000.0;397.0;1600.0;2023-02-05 10:35;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-na-graca-200-m-4-4-2-suites-salvador-ba-1018308517
1224;1051023309;Apartamento;Apartamento venda  135,00m² 3 Suítes, Varanda Gourmet, Patamares - Salvador - BA;3 quartos;3.0;135.0;3 vagas de garagem;3.0;4 banheiros;4.0;Salvador;Patamares;1035210.0;635.0;901.0;2023-02-05 10:35;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-venda-135-00m-3-suites-varanda-gourmet-patamares-salvador-ba-1051023309
1225;1095167128;Apartamento;Edf. Domum para venda com 93m² com 2 quartos no Costa Azul (C3);2 quartos;2.0;93.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Costa Azul;820000.0;;;2023-02-05 10:35;https://ba.olx.com.br/grande-salvador/imoveis/edf-domum-para-venda-com-93m-com-2-quartos-no-costa-azul-c3-1095167128
1226;1061272339;Apartamento;SALVADOR - Apartamento Padrão - GRAÇA;4 quartos;4.0;187.0;3 vagas de garagem;3.0;4 banheiros;4.0;Salvador;Graça;650000.0;2400.0;2200.0;2023-02-05 10:35;https://ba.olx.com.br/grande-salvador/imoveis/salvador-apartamento-padrao-graca-1061272339
1227;1088679814;Apartamento;Apartamento para venda tem 72 metros quadrados com 2 quartos em Stella Maris;2 quartos;2.0;72.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Stella Maris;650000.0;212.0;670.0;2023-02-05 10:35;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-72-metros-quadrados-com-2-quartos-em-stella-maris-1088679814
1228;1143087431;Apartamento;Residencial Alto do Mar, 2 Quartos, 01 suíte, 74 m², mobiliado, varanda, Praia do Flamengo;2 quartos;2.0;74.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Stella Maris;495000.0;350.0;116.0;2023-02-05 10:34;https://ba.olx.com.br/grande-salvador/imoveis/residencial-alto-do-mar-2-quartos-01-suite-74-m-mobiliado-varanda-praia-do-flamengo-1143087431
1229;1068985706;Apartamento;Apartamento para venda com 199 metros quadrados com 4 quartos em Patamares - Salvador - BA;4 quartos;4.0;199.0;3 vagas de garagem;3.0;5 ou mais banheiros;5.0;Salvador;Patamares;1400000.0;330.0;1850.0;2023-02-05 10:34;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-199-metros-quadrados-com-4-quartos-em-patamares-salvador-ba-1068985706
1230;1097970535;Apartamento;Oportunidade Flex Piatã 3/4 suíte e varanda com 71 m²;3 quartos;3.0;71.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Piatã;306800.0;800.0;350.0;2023-02-05 10:34;https://ba.olx.com.br/grande-salvador/imoveis/oportunidade-flex-piata-3-4-suite-e-varanda-com-71-m-1097970535
1231;1084940956;Apartamento;Apartamento a venda com 2/4 com 44m² em Reserva do Mar MRV Cajazeiras;2 quartos;2.0;44.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Jardim Cajazeiras;209000.0;500.0;200.0;2023-02-05 10:32;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-a-venda-com-2-4-com-44m-em-reserva-do-mar-mrv-cajazeiras-1084940956
1232;944274305;Apartamento;Apartamento para venda no Bloom com 2 e 3 Suítes no Horto Florestal;2 quartos;2.0;84.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Horto Florestal;935000.0;3500.0;;2023-02-05 10:32;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-no-bloom-com-2-e-3-suites-no-horto-florestal-944274305
1233;1143086984;Apartamento;Apartamento no Cabula com infraestrutura e próximo de tudo!;2 quartos;2.0;42.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Cabula;225000.0;;290.0;2023-02-05 10:32;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-no-cabula-com-infraestrutura-e-proximo-de-tudo-1143086984
1234;930745900;Apartamento;Apartamento para venda com 180 metros quadrados com 3 quartos em Graça - Salvador - BA;3 quartos;3.0;150.0;;;2 banheiros;2.0;Salvador;Graça;735000.0;;;2023-02-05 10:31;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-180-metros-quadrados-com-3-quartos-em-graca-salvador-ba-930745900
1235;1120642105;Apartamento;Atmos Greenville;3 quartos;3.0;116.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Patamares;979000.0;;;2023-02-05 10:31;https://ba.olx.com.br/grande-salvador/imoveis/atmos-greenville-1120642105
1236;1108839496;Apartamento;Apartamento para Venda em Salvador, Armação, 3 dormitórios, 1 suíte, 2 banheiros, 3 vagas;3 quartos;3.0;112.0;3 vagas de garagem;3.0;2 banheiros;2.0;Salvador;Armação;1100000.0;5800.0;720.0;2023-02-05 10:31;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-armacao-3-dormitorios-1-suite-2-banheiros-3-vagas-1108839496
1237;985216552;Apartamento;APARTAMENTO LUXO 4 SUÍTES, 178 m2, NA GRAÇA  MANSÃO GRAZIA;4 quartos;4.0;178.0;3 vagas de garagem;3.0;5 ou mais banheiros;5.0;Salvador;Graça;1950000.0;750.0;1200.0;2023-02-05 10:30;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-luxo-4-suites-178-m2-na-graca-mansao-grazia-985216552
1238;1136015998;Apartamento;Avaliação Vendas  Locação Administração e Documentações Ligue:  Creci-5641;2 quartos;2.0;45.0;;;1 banheiro;1.0;Salvador;Pau da Lima;128999.0;;;2023-02-05 10:27;https://ba.olx.com.br/grande-salvador/imoveis/avaliacao-vendas-locacao-administracao-e-documentacoes-ligue-creci-5641-1136015998
1239;910207642;Apartamento;Apartamento para Venda, Brotas, 2 dormitórios, 1 suíte, 3 banheiros, 1 vaga;2 quartos;2.0;52.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Brotas;270000.0;82.0;400.0;2023-02-05 10:26;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-brotas-2-dormitorios-1-suite-3-banheiros-1-vaga-910207642
1240;1051814230;Apartamento;Apartamento para Venda em Salvador, Brotas, 3 dormitórios, 1 suíte, 3 banheiros, 1 vaga;3 quartos;3.0;67.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Brotas;420000.0;;;2023-02-05 10:26;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-brotas-3-dormitorios-1-suite-3-banheiros-1-vaga-1051814230
1241;1062797999;Apartamento;Apartamento para venda possui 90 metros quadrados com 3/4 em Brotas - Salvador - Bahia.;3 quartos;3.0;90.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Brotas;350000.0;1000.0;;2023-02-05 10:25;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-possui-90-metros-quadrados-com-3-4-em-brotas-salvador-bahia-1062797999
1242;893574940;Apartamento;Apartamento para venda 200m2 com 4 suítes<br>Morro Ipiranga - Barra - Salvador - Bahia;4 quartos;4.0;210.0;3 vagas de garagem;3.0;5 ou mais banheiros;5.0;Salvador;Barra;2374469.0;;;2023-02-05 10:25;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-200m2-com-4-suites-br-morro-ipiranga-barra-salvador-bahia-893574940
1244;1095159914;Apartamento;Excelente Flat com vista para o mar p venda com 42 metros com 1 quarto em Pituba - Salvado;1 quarto;1.0;42.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Pituba;255000.0;175.0;955.0;2023-02-05 10:24;https://ba.olx.com.br/grande-salvador/imoveis/excelente-flat-com-vista-para-o-mar-p-venda-com-42-metros-com-1-quarto-em-pituba-salvado-1095159914
1245;1047041480;Apartamento;Vendo 4/4 Pituba Excelente;4 quartos;4.0;283.0;2 vagas de garagem;2.0;4 banheiros;4.0;Salvador;Pituba;840000.0;;1500.0;2023-02-05 10:24;https://ba.olx.com.br/grande-salvador/imoveis/vendo-4-4-pituba-excelente-1047041480
1246;1143084933;Apartamento;Apartamento com 3 quartos, 92m2, à venda em Salvador, IAPI;3 quartos;3.0;92.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;IAPI;190000.0;30.0;190.0;2023-02-05 10:22;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-com-3-quartos-92m2-a-venda-em-salvador-iapi-1143084933
1247;1138275301;Apartamento;Apartamento Loft seu investimento seguro;1 quarto;1.0;22.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Barra;359700.0;;400.0;2023-02-05 10:21;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-loft-seu-investimento-seguro-1138275301
1248;991813647;Apartamento;Apartamento para venda com 132 metros quadrados com 4 quartos em Pituba - Salvador - BA;4 quartos;4.0;132.0;2 vagas de garagem;2.0;4 banheiros;4.0;Salvador;Caminho das Árvores;765000.0;235.0;;2023-02-05 10:21;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-132-metros-quadrados-com-4-quartos-em-pituba-salvador-ba-991813647
1249;1103229962;Apartamento;Vendo em Oportunidade Apartamento na Ondina com 298m2, nascente, andar altíssimo na ondina;4 quartos;4.0;298.0;4 vagas de garagem;4.0;5 ou mais banheiros;5.0;Salvador;Ondina;2500000.0;595.0;2980.0;2023-02-05 10:20;https://ba.olx.com.br/grande-salvador/imoveis/vendo-em-oportunidade-apartamento-na-ondina-com-298m2-nascente-andar-altissimo-na-ondina-1103229962
1250;1119390705;Apartamento;EXCELENTE 2/4 REVERSÍVEL PARA 3/4 NO VILLA FRANCESA NA PITUBA;2 quartos;2.0;82.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Pituba;650000.0;190.0;790.0;2023-02-05 10:20;https://ba.olx.com.br/grande-salvador/imoveis/excelente-2-4-reversivel-para-3-4-no-villa-francesa-na-pituba-1119390705
1251;1017174007;Apartamento;APARTAMENTO RESIDENCIAL em SALVADOR - BA, VILA LAURA;3 quartos;3.0;95.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Vila Laura;514500.0;816.0;500.0;2023-02-05 10:18;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-residencial-em-salvador-ba-vila-laura-1017174007
1252;1143084126;Apartamento;Apartamento para venda possui 50 metros quadrados com 2 quartos em Vale dos Lagos - Salvad;2 quartos;2.0;50.0;;;1 banheiro;1.0;Salvador;Vale dos Lagos;110000.0;;130.0;2023-02-05 10:18;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-possui-50-metros-quadrados-com-2-quartos-em-vale-dos-lagos-salvad-1143084126
1253;1133288777;Apartamento;Apartamento com 4 dormitórios à venda, 185 m² por R$ 650.000,00 - Pituba - Salvador/BA;4 quartos;4.0;185.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Pituba;650000.0;222.0;1800.0;2023-02-05 10:17;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-com-4-dormitorios-a-venda-185-m-por-r-650-000-00-pituba-salvador-ba-1133288777
1254;1143081726;Apartamento;Villa de Mare, lindo  2 Quartos, 01 suíte, 65 m², varanda, 01 vaga, vista mar,  em Armação;2 quartos;2.0;65.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Armação;499101.0;800.0;200.0;2023-02-05 10:16;https://ba.olx.com.br/grande-salvador/imoveis/villa-de-mare-lindo-2-quartos-01-suite-65-m-varanda-01-vaga-vista-mar-em-armacao-1143081726
1255;933030878;Apartamento;APARTAMENTO NO LA VISTA DEBRUÇADO SOBRE O MAR DO RIO VERMELHO OPORTUNIDADE!;4 quartos;4.0;290.0;5 ou mais vagas de garagem;5.0;5 ou mais banheiros;5.0;Salvador;Rio Vermelho;2900000.0;400.0;1990.0;2023-02-05 10:16;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-no-la-vista-debrucado-sobre-o-mar-do-rio-vermelho-oportunidade-933030878
1256;1074648271;Apartamento;2/4 no PARALELA PARK - Finamente Decorado;3 quartos;3.0;64.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Trobogy;200000.0;60.0;;2023-02-05 10:16;https://ba.olx.com.br/grande-salvador/imoveis/2-4-no-paralela-park-finamente-decorado-1074648271
1257;1064198277;Apartamento;Apartamento 4 Quartos para Venda em Salvador, Alphaville I, 4 dormitórios, 3 suítes, 3 ban;4 quartos;4.0;145.0;3 vagas de garagem;3.0;3 banheiros;3.0;Salvador;Alphaville I;1350000.0;330.0;804.0;2023-02-05 10:16;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-4-quartos-para-venda-em-salvador-alphaville-i-4-dormitorios-3-suites-3-ban-1064198277
1258;1143081630;Apartamento;Apartamento para venda tem 83 metros quadrados com 3 quartos, vista mar - Costa Azul;3 quartos;3.0;83.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Costa Azul;550000.0;1420.0;745.0;2023-02-05 10:16;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-83-metros-quadrados-com-3-quartos-vista-mar-costa-azul-1143081630
1259;1143081625;Apartamento;Apartamento para venda tem 160 metros quadrados com 3 quartos em Pituba - Salvador - BA;3 quartos;3.0;160.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Pituba;430050.0;;;2023-02-05 10:16;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-160-metros-quadrados-com-3-quartos-em-pituba-salvador-ba-1143081625
1260;1129053077;Apartamento;Apartamento 1/4 à venda, Alphaville 1 - Salvador - BA;1 quarto;1.0;50.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Alphaville I;400000.0;157.0;560.0;2023-02-05 10:14;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-1-4-a-venda-alphaville-1-salvador-ba-1129053077
1261;1028067632;Apartamento;Cobertura duplex para venda possui 257 metros quadrados com 4 quartos em Itaigara - Salvad;4 quartos;4.0;257.0;3 vagas de garagem;3.0;3 banheiros;3.0;Salvador;Itaigara;1300000.0;230.0;1550.0;2023-02-05 10:13;https://ba.olx.com.br/grande-salvador/imoveis/cobertura-duplex-para-venda-possui-257-metros-quadrados-com-4-quartos-em-itaigara-salvad-1028067632
1262;1128255430;Apartamento;Apart Hotel para venda possui 38 metros quadrados com 1 quarto em Pituba - Salvador - BA;1 quarto;1.0;38.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Pituba;225000.0;;800.0;2023-02-05 10:12;https://ba.olx.com.br/grande-salvador/imoveis/apart-hotel-para-venda-possui-38-metros-quadrados-com-1-quarto-em-pituba-salvador-ba-1128255430
1263;1079253087;Apartamento;Studio para Venda em Salvador, Caminho Das Árvores, 1 dormitório, 1 suíte, 1 banheiro, 1 v;1 quarto;1.0;50.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Caminho das Árvores;335000.0;130.0;830.0;2023-02-05 10:11;https://ba.olx.com.br/grande-salvador/imoveis/studio-para-venda-em-salvador-caminho-das-arvores-1-dormitorio-1-suite-1-banheiro-1-v-1079253087
1264;1112431749;Apartamento;Apartamento de 3/4 na Federação;3 quartos;3.0;105.0;;;2 banheiros;2.0;Salvador;Federação;260000.0;47.0;500.0;2023-02-05 10:11;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-de-3-4-na-federacao-1112431749
1265;1121890736;Apartamento;Venda Apartamento 1 quarto Pituba Salvador;1 quarto;1.0;37.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Pituba;250000.0;155.0;938.0;2023-02-05 10:11;https://ba.olx.com.br/grande-salvador/imoveis/venda-apartamento-1-quarto-pituba-salvador-1121890736
1266;1124077625;Apartamento;Apartamento para venda 2/4  possui 80 m2com 2 quartos em Amaralina - Salvador - BA;2 quartos;2.0;80.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Amaralina;550000.0;90.0;1000.0;2023-02-05 10:10;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-2-4-possui-80-m2com-2-quartos-em-amaralina-salvador-ba-1124077625
1267;1078463057;Apartamento;SALVADOR - Apartamento Padrão - RIO VERMELHO;3 quartos;3.0;103.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Engenho Velho da Federação;990000.0;311.0;879.0;2023-02-05 10:09;https://ba.olx.com.br/grande-salvador/imoveis/salvador-apartamento-padrao-rio-vermelho-1078463057
1268;974167724;Apartamento;3 ou 4 Suítes - 133 ou 167 m² - Varanda gourmet - Recarga para Carro Elétrico - 2 Vagas de;3 quartos;3.0;133.0;2 vagas de garagem;2.0;4 banheiros;4.0;Salvador;Horto Florestal;1586000.0;;;2023-02-05 10:08;https://ba.olx.com.br/grande-salvador/imoveis/3-ou-4-suites-133-ou-167-m-varanda-gourmet-recarga-para-carro-eletrico-2-vagas-de-974167724
1269;994189804;Apartamento;Apartamento 3 para venda em Pituba - Salvador - Bahia;3 quartos;3.0;110.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Pituba;590000.0;180.0;970.0;2023-02-05 10:08;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-3-para-venda-em-pituba-salvador-bahia-994189804
1270;1143079640;Apartamento;Oportunidade: Villa de Mare, 2 Quartos, 01 suíte, 65 m², varanda, 01 vaga, vista mar,  em ;2 quartos;2.0;65.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Armação;499000.0;800.0;200.0;2023-02-05 10:07;https://ba.olx.com.br/grande-salvador/imoveis/oportunidade-villa-de-mare-2-quartos-01-suite-65-m-varanda-01-vaga-vista-mar-em-1143079640
1271;912505553;Apartamento;Apartamento para venda com 75 metros quadrados com 2 quartos em Garcia - Salvador - Bahia;2 quartos;2.0;75.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Garcia;390000.0;1012.0;;2023-02-05 10:06;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-75-metros-quadrados-com-2-quartos-em-garcia-salvador-bahia-912505553
1272;1070493444;Apartamento;Apartamento para venda com 54 metros quadrados com 2 quartos em Piatã - Salvador - BA;2 quartos;2.0;54.0;;;2 banheiros;2.0;Salvador;Piatã;239000.0;;;2023-02-05 10:03;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-54-metros-quadrados-com-2-quartos-em-piata-salvador-ba-1070493444
1273;1048552093;Apartamento;Apartamento para Venda em Salvador, Horto Florestal, 3 dormitórios, 3 suítes, 5 banheiros,;3 quartos;3.0;208.0;4 vagas de garagem;4.0;5 ou mais banheiros;5.0;Salvador;Candeal;2150000.0;453.0;2304.0;2023-02-05 10:02;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-horto-florestal-3-dormitorios-3-suites-5-banheiros-1048552093
1274;1091722246;Apartamento;Vendo 2 suites Jaguah Jaguaribe;2 quartos;2.0;76.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Jaguaribe;940000.0;;;2023-02-05 10:02;https://ba.olx.com.br/grande-salvador/imoveis/vendo-2-suites-jaguah-jaguaribe-1091722246
1275;954982384;Apartamento;SALVADOR - Apartamento Padrão - BARRA;4 quartos;4.0;209.0;3 vagas de garagem;3.0;5 ou mais banheiros;5.0;Salvador;Barra;2294553.0;;;2023-02-05 10:02;https://ba.olx.com.br/grande-salvador/imoveis/salvador-apartamento-padrao-barra-954982384
1276;1134401386;Apartamento;Venda Apartamento 3 quartos Barra Salvador;3 quartos;3.0;120.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Barra;510000.0;131.0;910.0;2023-02-05 10:02;https://ba.olx.com.br/grande-salvador/imoveis/venda-apartamento-3-quartos-barra-salvador-1134401386
1277;922651132;Apartamento;Apartamento com 3 quartos à venda, por R$ 490.000 - Barra - Salvador/BA;3 quartos;3.0;160.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Barra;490000.0;85.0;;2023-02-05 10:02;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-com-3-quartos-a-venda-por-r-490-000-barra-salvador-ba-922651132
1278;1034582198;Apartamento;Apartamento com 3 quartos, 80m2, à venda em Salvador, Brotas;3 quartos;3.0;80.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Brotas;310000.0;1200.0;428.0;2023-02-05 10:02;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-com-3-quartos-80m2-a-venda-em-salvador-brotas-1034582198
1279;1065742569;Apartamento;Apartamento para Venda em Salvador, Brotas, 1 dormitório, 1 banheiro, 1 vaga;1 quarto;1.0;44.0;1 vaga de garagem;1.0;1 banheiro;1.0;Salvador;Brotas;170000.0;480.0;420.0;2023-02-05 10:02;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-brotas-1-dormitorio-1-banheiro-1-vaga-1065742569
1280;1102286394;Apartamento;SALVADOR - Apartamento Padrão - CAMINHO DAS ÁRVORES;4 quartos;4.0;196.0;3 vagas de garagem;3.0;5 ou mais banheiros;5.0;Salvador;Caminho das Árvores;1350000.0;490.0;1600.0;2023-02-05 10:01;https://ba.olx.com.br/grande-salvador/imoveis/salvador-apartamento-padrao-caminho-das-arvores-1102286394
1281;1126846283;Apartamento;Apartamento para Venda em Salvador, São Cristovão, 3 dormitórios, 1 suíte, 2 banheiros, 1 ;3 quartos;3.0;62.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;São Cristóvão;320000.0;100.0;100.0;2023-02-05 10:01;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-em-salvador-sao-cristovao-3-dormitorios-1-suite-2-banheiros-1-1126846283
1282;1143078211;Apartamento;Vista Patamares, 3/4 1 Suíte, 1 Vaga de Garagem, Varanda Gourmet, Andar Alto, Lazer Comple;3 quartos;3.0;77.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Pituaçu;590000.0;682.0;560.0;2023-02-05 10:00;https://ba.olx.com.br/grande-salvador/imoveis/vista-patamares-3-4-1-suite-1-vaga-de-garagem-varanda-gourmet-andar-alto-lazer-comple-1143078211
1283;1109758588;Apartamento;APARTAMENTO, A VENDA, 03 QUARTOS,03 SUÍTES, 124m2, CAMINHO DAS ARVORES/SALVADOR-BA.;3 quartos;3.0;124.0;;;5 ou mais banheiros;5.0;Salvador;Caminho das Árvores;1140000.0;800.0;878.0;2023-02-05 09:59;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-a-venda-03-quartos-03-suites-124m2-caminho-das-arvores-salvador-ba-1109758588
1284;1098869561;Apartamento;Costa Azul Apartamento 3/4, suíte, andar alto, vista mar!;3 quartos;3.0;83.0;2 vagas de garagem;2.0;2 banheiros;2.0;Salvador;Costa Azul;549999.0;1420.0;;2023-02-05 09:59;https://ba.olx.com.br/grande-salvador/imoveis/costa-azul-apartamento-3-4-suite-andar-alto-vista-mar-1098869561
1285;997747643;Apartamento;Cobertura para venda com 250 metros quadrados com 4 quartos em Vitória - Salvador - BA;4 quartos;4.0;250.0;2 vagas de garagem;2.0;3 banheiros;3.0;Salvador;Vitória;1020000.0;1800.0;1100.0;2023-02-05 09:58;https://ba.olx.com.br/grande-salvador/imoveis/cobertura-para-venda-com-250-metros-quadrados-com-4-quartos-em-vitoria-salvador-ba-997747643
1286;1079752299;Apartamento;SALVADOR - Apartamento Padrão - PITUBA;3 quartos;3.0;215.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Pituba;650000.0;179.0;1517.0;2023-02-05 09:57;https://ba.olx.com.br/grande-salvador/imoveis/salvador-apartamento-padrao-pituba-1079752299
1287;1038119378;Apartamento;Apartamento  à venda Itaigara;4 quartos;4.0;170.0;3 vagas de garagem;3.0;4 banheiros;4.0;Salvador;Itaigara;1140000.0;320.0;1750.0;2023-02-05 09:54;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-a-venda-itaigara-1038119378
1288;1143074910;Apartamento;Apartamento para venda tem 68 metros quadrados com 2 quartos em Trobogy - Salvador - BA;2 quartos;2.0;68.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Trobogy;530000.0;1500.0;550.0;2023-02-05 09:54;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-tem-68-metros-quadrados-com-2-quartos-em-trobogy-salvador-ba-1143074910
1289;1136606722;Apartamento;Apartamento para venda com 58 metros quadrados com 2 quartos na Pituba - Salvador - BA;2 quartos;2.0;58.0;1 vaga de garagem;1.0;2 banheiros;2.0;Salvador;Pituba;385000.0;1400.0;580.0;2023-02-05 09:53;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-com-58-metros-quadrados-com-2-quartos-na-pituba-salvador-ba-1136606722
1290;1088343386;Apartamento;ALUGO COSTA AZUL 2 QUARTOS  COM DEP COMPLETA 100% MOBILIADO;2 quartos;2.0;90.0;1 vaga de garagem;1.0;3 banheiros;3.0;Salvador;Costa Azul;360000.0;90.0;720.0;2023-02-05 09:53;https://ba.olx.com.br/grande-salvador/imoveis/alugo-costa-azul-2-quartos-com-dep-completa-100-mobiliado-1088343386
1291;956908426;Apartamento;Apartamento para venda possui 220 metros quadrados com 4 quartos em Costa Azul - Salvador;4 quartos;4.0;220.0;1 vaga de garagem;1.0;4 banheiros;4.0;Salvador;Costa Azul;695000.0;;;2023-02-05 09:53;https://ba.olx.com.br/grande-salvador/imoveis/apartamento-para-venda-possui-220-metros-quadrados-com-4-quartos-em-costa-azul-salvador-956908426
